annual_revenue,monthly_transactions,avg_transaction_value,gst_compliance_score,upi_transaction_ratio,cashflow_stability,repayment_history_score,previous_loan_defaults,years_in_business,debt_to_revenue_ratio,default_probability
3984616.999541062,885.4150579881566,2694.7821852050556,0.5901168259092306,0.8983653724018288,0.5986136616301543,0.900682865781661,1,8,0.38299882116655926,0.002071649203883628
5917514.433261301,732.1712554829256,2184.9930043952504,0.7551978112600495,0.5255751686233467,0.9820798825114018,0.6913243599201896,0,9,1.0608668883651602,0.0007314043887630496
6546499.283743926,495.8547989660726,2174.6578065740046,0.7525318920899979,0.4001931255121989,0.3754568651758076,0.9811952784007059,0,7,0.38163213302117993,0.0007293635382345944
6396920.178674297,519.6174631437432,4020.249932567035,0.5685055143442141,0.4086886506732815,0.44476340798847785,0.9484384867194738,0,4,0.9195945237180237,0.00031747312670988854
3741173.715166042,977.3381286138293,3232.9100873301763,0.600948028066445,0.2559675968268084,0.5389188270221648,0.730810975060079,0,7,0.5924410466347492,0.000311727075994081
4536181.436223178,804.8645638797208,1481.6374592175075,0.7040823324507774,0.5097784459580311,0.4600004538915371,0.6669711586416504,0,7,0.9357238401955495,0.003331748204523148
5496895.1471053455,765.3719388481938,4073.64537823074,0.7044057061961577,0.45108402253440466,0.7378093977642078,0.4018206567417537,0,11,0.3555874695431063,9.220444474033354e-05
6463317.690683539,694.0274894194118,1772.4702430414075,0.6587790698098424,0.31663623707793076,0.32768551053537864,0.8265967190435403,0,7,0.5615220774547919,0.0013785697366014054
4281238.643232065,723.7027886298121,3667.785630221853,0.5742725757549905,0.22843206928140783,0.42420574899139113,0.7389727024298146,0,8,0.449977472450727,0.0002850427673239959
4721511.535004274,1061.7279486220348,3786.198710807665,0.5021868395504898,0.34899109493404296,0.505343066361023,0.9625264872916484,0,11,0.37394844618023826,7.005252731829814e-05
3340497.5389909577,716.1889795329934,4562.692498034054,0.9851175312140104,0.5069466621501835,0.7783420425555215,0.7565392751447465,0,14,0.4458728523136436,3.6312567629462524e-05
3205690.063878994,464.73382167460784,5638.021743760221,0.9717496148519635,0.14666661782784135,0.9131054178067896,0.9957136563356379,1,14,0.455291418788319,8.188962391968298e-05
6218788.733591297,985.9129438850433,1862.38840891935,0.7418251895880676,0.22299522286716478,0.858944239387138,0.9122915631179742,0,4,1.15091601302196,0.0007266616044459207
7034360.042856234,748.7808340338207,3437.0313727243406,0.9975258766375028,0.8581258135752763,0.4274566532751784,0.9721587614889718,0,4,0.6865533658755132,0.00012455430390707128
4891984.817629499,807.8489663831941,3168.397645946939,0.8368271653911217,0.5342842808250712,0.6957840309087483,0.5965976627710234,0,9,0.6082574071602856,0.00023673268586512646
6505299.346838037,1201.8945765998776,4020.4996231531545,0.5344287688037708,0.1507594429280303,0.32101585174128106,0.48960159686035987,1,8,0.6536504268938708,0.0006330598155505007
5542454.037571452,794.8598606623732,3758.8025251203426,0.5588590995413136,0.6544702070156584,0.5173757427470028,0.8781232682770752,1,11,1.1957440736807605,0.0017044277810206064
4032320.3680923134,872.2959182796814,3076.9445087160557,0.9580554219348189,0.1494422960632278,0.8641886563798287,0.8717182617814795,0,4,0.8189480153803789,0.00021329819767095505
5542093.408262621,505.2691271754187,2970.917373666973,0.8150261010748142,0.6910993816370984,0.6196659996203376,0.5268693636433379,2,6,0.8738353056101666,0.032535703467536835
7307054.849698954,745.08263691226,2160.2589737791427,0.9215918133286756,0.6999701773760215,0.40495892559308416,0.8588467924809476,1,9,0.444984012494357,0.001999825222435547
4946260.941335073,952.3815113021503,4685.433898887812,0.9491348248169221,0.6208631805994022,0.6069873670418189,0.7491840148248436,0,13,0.6186914809646563,2.4592470912912832e-05
7346965.483721009,411.15656653968944,4051.0450179194354,0.723971005641193,0.6857636356954798,0.43862304782355976,0.46571508694100383,1,14,0.3024719284490481,0.0008264711683328489
1070382.3438653834,850.2112732789274,4601.321837354165,0.5242629757883466,0.1703726248104462,0.5752340205047739,0.7010701585421253,0,12,0.8537084012597327,0.0002076524187917935
6232853.756562836,825.1977681612016,3127.5246362293838,0.594140174448661,0.6814244418842141,0.6414834309234904,0.9586828005032071,1,14,0.47894397832854185,0.000704698070420603
5130570.602357257,810.3218638968599,2711.7974375666836,0.5332859736512175,0.2093506557791064,0.5446906787577198,0.7038745272671373,0,6,0.9231172023380554,0.0009874376238346604
4551488.9743011985,1059.2897246645607,2206.0219200449264,0.5943699228492536,0.37160472581747506,0.9558782653037026,0.8732193937320832,1,11,0.3344774411484319,0.0011609903197721979
5137641.1648032535,883.6096287121304,3930.7011004887913,0.7052664632279384,0.8541962028005063,0.6937712082894674,0.41734599198517397,0,5,0.5438533310216543,0.00015752016745025033
2018646.6280986608,1169.517974589111,2252.2481305661186,0.5590984052574928,0.5023003821273121,0.8900248717628276,0.8368488477175562,0,12,0.6183027739575496,0.0003905238040266056
4670492.168243732,551.602621101491,5718.39568275986,0.5833666239026716,0.8739411456664111,0.8325099829389061,0.9681024316824863,1,7,0.28317788914722103,0.00011182305550700424
5535668.85726762,833.981141804587,1930.8289026878715,0.7229108910358396,0.17113796710939005,0.7628164164874436,0.6997166709357615,0,2,0.17655020388537415,0.0005508800577778477
7216841.0671122745,821.1166965974868,3828.392143055002,0.6700854751942448,0.4820452796505441,0.6478221238118075,0.6026259478153518,0,8,0.44877446705031937,8.770947759545828e-05
4222594.672589529,532.6863765612301,5380.225648656544,0.7338290620940204,0.14992185622149654,0.30152164864711123,0.7879903029321383,1,11,0.699381357878799,0.0004581678551567886
3787259.5956602185,1039.0737505228365,4218.907711116571,0.714586013879531,0.6041682099194279,0.7294273203864586,0.9497567290559316,1,7,0.8179468434245138,0.0004075878184324669
4247364.434623195,1381.1683264632045,3710.808454990135,0.8222390129899417,0.16296560109481312,0.5491702171017484,0.5060617903200058,0,6,0.5677984775514933,7.548486261972123e-05
6373103.1765531115,795.7484813790422,2337.819623645725,0.9685947744379273,0.24029424203230187,0.38243351676092313,0.6422165260136259,0,3,0.6503053744155499,0.0006615490642302487
5493126.664489526,926.2552720684417,1841.8769737187554,0.5539321692221213,0.3070642480554244,0.6112383845284544,0.4937741685891047,0,9,0.6975122718506275,0.0013419497169118392
4205359.694349442,821.1296189538318,4424.060130701103,0.5496300746545975,0.6989950813315866,0.8148873255983132,0.6979925393319357,0,2,0.6631019031534345,0.00013348749913651001
5769901.149670034,621.603832523206,5307.376688929936,0.926403055545451,0.23116969505445983,0.9731744562890927,0.7242532078183355,0,4,0.19936141107598807,1.417135104867164e-05
5145616.32402206,344.80993054949596,2973.3800114261944,0.7531983523262296,0.7773056426344542,0.5618734237854573,0.9665221688329961,1,2,0.54550113598609,0.004505026814886382
6452967.485799334,623.5566292261587,2133.1261908603788,0.883202511784221,0.2055231510646407,0.6799063090934837,0.6475090922605764,0,6,0.3247645656598732,0.0005187505058374996
3946920.3591839713,452.0104047620672,550.1966833411778,0.6077109518036408,0.12819555925612508,0.8958710683545095,0.740173968123819,0,12,0.6871095717187297,0.006909613732284806
4508506.780103347,1226.0255195147795,2323.082187604955,0.9144312865837758,0.4160363351757343,0.5337995939650103,0.9311575444324914,0,7,0.9338838775093828,0.0002948098359621788
4411837.770301764,771.2225765191902,3363.611789001152,0.961923312096348,0.8835533135770361,0.39958007147957075,0.5928430001056952,0,9,0.7374349292360975,0.0003200927760320075
2804727.577801822,713.5201677382073,5418.947889004081,0.8177415077732442,0.18827378223102179,0.4973172818628823,0.804498321380554,1,6,0.34400403661353773,0.0002332026025019939
5444180.415596864,1022.2884561969514,4307.760430679562,0.5529395107369011,0.18137475523170324,0.9293859808658715,0.8542971092932579,0,6,0.32853257415727005,3.0364894962454398e-05
5391582.908269834,519.562224286028,3866.1024856481035,0.9476474070781694,0.7009332086364992,0.4115751759232864,0.5983169408122057,1,5,0.14069794345728256,0.0009502076788752799
5007670.184963691,608.283990498862,3019.856406438643,0.8962438636850356,0.34972935519485226,0.5304547427047475,0.4986047113183867,1,10,0.5690189703683995,0.002775255718123092
4648119.299937279,817.0180673121553,2800.2011392928525,0.8754388882572449,0.6738252937805735,0.6252482173502384,0.701745725141364,1,11,0.5761476897786743,0.0016617688142718794
2876943.8869243786,1057.1922478558702,5186.777117009557,0.5183640944529577,0.2600084715546907,0.892979256443644,0.614081038079981,0,12,0.36007997986962575,2.2728208456881622e-05
4369032.015851961,925.4212612921971,3740.8862489100675,0.8994812626284856,0.46805759535853037,0.9563992985570823,0.5598774590753284,0,10,0.9406843144504863,0.000116040441556582
4485928.225209846,862.0812856289706,976.8791696947735,0.5689755052341785,0.3122319021991343,0.5980672167432783,0.984052786416463,0,4,0.5251353662637895,0.002427464692934378
3796584.096167572,819.5294338090041,2691.7524225233087,0.6111930880984442,0.46122257190326954,0.9523678338474608,0.7012918112209199,1,10,0.8363415378829389,0.0031480198697725944
4758071.432500986,900.0589638816938,2470.1407618740477,0.7885674174346288,0.715277674068243,0.4130213664004282,0.9138866163060543,0,11,0.8040773654461564,0.00046476698771525976
5606076.285221808,850.4132262823136,2844.483188987042,0.6324903864584415,0.7096079523821294,0.40979660432745924,0.5171904463260155,0,4,0.7652145020349121,0.0008570930731287469
7829278.8518157955,542.5069313057661,4175.492792342102,0.8306741031559599,0.5126178301389789,0.9644755737443584,0.9636656589394783,0,4,1.0988727765323707,8.576084069198951e-05
5261866.719247758,811.5198054082879,3371.066141846901,0.8040352238495407,0.8426974749768408,0.6567760934698318,0.8766588607414131,0,5,0.11747912736759104,9.239504466815778e-05
5386325.586084146,531.5778352705619,3407.7615115956055,0.5540747990066313,0.31102728195861923,0.43013548474776775,0.8852152937134854,0,1,0.17484104192778802,0.00037566850083947683
4888331.126350749,820.2706357252059,5076.1677935902835,0.8280072897957531,0.2922490808953865,0.6415932594028932,0.6338589251175571,0,2,0.8943547153849859,7.069329857875709e-05
2121843.1770514376,679.8380146279396,2664.246692255974,0.961977454912465,0.591045120940347,0.848247808765336,0.6913821958466118,0,3,0.4888785108770581,0.0006286559658632695
4960229.186826175,1434.8454056957153,5737.03943106482,0.5805549525929166,0.5970376273734312,0.8788442560064665,0.7560125955392081,1,7,1.1851746348547965,6.540617816480807e-05
5090345.31491154,790.0264040620721,2694.4308903546967,0.7985310104714437,0.1372320316519792,0.9047784796544696,0.8738593217230388,0,13,0.3380539947858184,0.00012888826730765145
8694863.168727929,448.9401084346028,3607.0378359350857,0.6709326859683471,0.5862221699095181,0.6986996321611929,0.9094340512362625,0,13,0.3017609419009291,7.056678583932459e-05
4711458.552828317,766.4549473307688,3162.555685516679,0.729805835886802,0.39954892587921154,0.9068622100575162,0.4468271856111607,1,1,0.7470440070535296,0.0031565212027837015
5452321.0135004185,929.839686409472,3648.1029602011536,0.6435000895394849,0.6979540202564474,0.6570211461622782,0.9424374325199046,0,3,0.40736780677753814,9.723823277519625e-05
4947932.345442135,1218.340986538131,4033.5103940877552,0.6770653181738476,0.7464845316362183,0.7249419316737541,0.9624979915025565,0,7,0.4745422835759233,3.113634047251223e-05
3246982.943570702,652.6369000153204,4020.602288106652,0.5144559116332786,0.5417230556376292,0.8311038615901516,0.7557324426140714,0,6,1.1131267563811276,0.0004567209020808754
6714234.221772531,404.39300649409,2596.259203255304,0.9907758689586104,0.10136402520181208,0.5978047048973559,0.5120503679529436,0,2,0.12886693551249917,0.0005193325476436846
6127899.549030161,1004.2092528577454,2152.502387062915,0.8123999610363741,0.6090926481333137,0.3515070409971423,0.8910488996220937,1,4,0.6843853619089371,0.0031286805474136075
6186547.92056457,454.8503235250872,6503.806149086853,0.7503527952469426,0.6991050237327475,0.5451164498003883,0.7291525687297593,0,1,0.46838937082148846,1.909019896850346e-05
3635918.8178078914,690.9611396231287,2919.218792479336,0.6918576747501634,0.2991866129852114,0.7367609517571722,0.8903178722298277,1,12,0.48059117354861797,0.0017772161272596651
7104191.466404148,735.5948786222515,4339.054926406384,0.7696872794120138,0.4717168009126311,0.4346326587476338,0.8888848759535899,0,5,0.3725896908771477,5.1927204959632754e-05
2897223.4058115785,782.591636674973,1570.8304273721637,0.690052999357902,0.8725812987294307,0.403869754449748,0.4520375894114755,0,12,0.24833509545598212,0.002183090349037966
5880285.640700405,972.2911142685839,3164.464736114388,0.6799539637468366,0.3384924427152828,0.5051563812140063,0.7642128570223985,1,2,0.13792982789756497,0.0008760739310363509
8285683.438714968,629.0914294284031,3347.3607392210683,0.7319732708610065,0.27852260083339264,0.3224780235944749,0.6898865795612328,0,14,1.1864650568639492,0.0003630131912909717
3514195.5123039675,731.5676869583099,4067.378083913399,0.6379915168355954,0.2686838323824081,0.8203960286608438,0.9676716819997107,0,8,0.8264026276247629,0.0001446418666787462
4150553.4055958423,796.4324117626529,233.05503080967327,0.5900249499833927,0.547040667483197,0.48110092153183714,0.5779847751552378,0,10,0.9549258373263986,0.014430746833479368
5149477.047631462,837.399489379697,3699.3687356939968,0.7783029490901467,0.8598296810464052,0.38696687764561966,0.523600063714555,0,6,0.17150252922993356,0.00014909841628586043
4244786.518825701,824.4567936769806,2120.3102535585285,0.9213827180751506,0.5869521033602838,0.7893905911744047,0.9382521136114929,1,12,0.11632115485525478,0.0010822110197247629
2674004.853400801,909.001443805645,3889.2148534339085,0.5764140888629461,0.342658496190128,0.8900496087803015,0.48922934134006285,1,12,0.7603175560513887,0.0012314675650850313
5102844.462209041,1010.9598774104343,2256.4049637942044,0.5163671703021093,0.6108558224539633,0.3139129171032449,0.811911675234677,2,1,0.8962145281568702,0.05314270182046093
3406544.4294108427,898.158528912742,2473.4207648893025,0.6234058725770181,0.5998738380782299,0.4635198395188574,0.5800118883050865,0,14,0.5343528928479014,0.0007060125318447175
5710388.645952772,913.3963808773045,3171.646867528078,0.9898603217269054,0.5775401085837234,0.9616626274087083,0.7407074532984865,1,2,0.5265306195523203,0.0006045714524052899
3620863.648649295,404.44420831338056,2237.2046364761654,0.9143790368716697,0.22754096551064162,0.5696778951529426,0.7697316597047567,0,4,0.5229274734603133,0.0016611443819747947
7324901.60752631,812.5569247914201,2929.358663917574,0.7979330267642983,0.6076534394759954,0.9570144443673518,0.6504215691747801,1,3,0.268031432757123,0.000717743689971818
3825120.0614956445,919.8768870004021,2067.949077748022,0.9646244576215679,0.44413156201159976,0.49194877685947414,0.9849789881422575,0,9,0.9293048623208089,0.0006582226093019288
4516907.725691487,982.2352986426125,1300.195457961527,0.7226395584186223,0.1148736468984267,0.45264734490035236,0.4790999008509875,1,1,0.33671200557442743,0.013871377966503227
6220275.826054505,626.9123064415514,4721.5484629152315,0.991640301287587,0.5318115897179961,0.4498758882095971,0.6348394534220543,0,7,0.4568515455739202,5.1503504792686565e-05
3153703.525349067,635.2401812778387,1944.741568611286,0.6481510225596421,0.8914133961747341,0.3596600622974568,0.6582371961245895,0,9,0.8383857113221418,0.0038746153434133426
5341189.901906194,656.4748311791004,3285.5829348704196,0.6201528747579695,0.3797916726751869,0.9275026019563879,0.778628169397709,0,9,0.10011518187795793,0.00011713322987312878
6960714.131423642,934.1034749728358,4403.4692977925415,0.8190241005735055,0.8724473746549266,0.9858845158430307,0.6443558549167114,2,6,0.9428829045559772,0.0015289868892378873
2588775.1481581586,1058.4702637310522,2762.0670769807484,0.6890769839751802,0.17696459333007564,0.9681561650901465,0.45822160682329793,1,14,1.0890042230934336,0.0030759876033087125
5276950.787798456,698.1349731770996,2509.8009203053543,0.813182770988129,0.6859600926938451,0.8964196978790917,0.9684579989084957,0,12,0.15677911278959472,0.00013263203445864225
5389824.191372635,1026.9905784067623,3771.4857064009057,0.6524977591513429,0.1914639957302683,0.8928215353556826,0.6496474489832115,0,13,0.7507861871063131,7.139848960514942e-05
6172734.307665965,830.8699522911486,4841.520587272583,0.8089591284189955,0.31885725884421934,0.7627598270182913,0.6056042363302435,0,7,0.5493048667957744,3.216249073191228e-05
3144573.933682877,768.9285557093909,2096.8216818962374,0.6378731302925182,0.5566726682576996,0.8783495983654295,0.6680332745044029,0,8,0.18630973053281946,0.0006621908278868418
3019315.0803735857,747.1539425455078,3319.8226015790733,0.525486034409445,0.5742237551813991,0.4458396550401334,0.5299574092773535,0,3,0.8504540860523235,0.0014144064909341091
5782912.348425346,986.6528411505393,1421.0064860392072,0.9560679509615917,0.7201690537873371,0.57153884127099,0.46013301080119057,0,5,0.77355048493407,0.0013711197096132892
5445477.009849779,881.3944541967675,3028.158795581372,0.9416026009367311,0.5922491257819514,0.7485854053063234,0.48914708746531754,0,13,0.8069263599380598,0.00020173999646795209
5375739.275518815,1368.9563569119093,3541.0456214456904,0.9853990746363359,0.5748917635044486,0.9123399327931174,0.4999928962021358,3,4,0.9948449015407486,0.015020726202877711
5519672.314245463,586.9438392506689,2474.450429893921,0.8582635881107024,0.8298824695913107,0.7623286236581486,0.5186040629295371,0,9,0.4156108731708111,0.0005103442753166738
3979962.9176322636,929.525425507494,2951.609799409722,0.8413605888676514,0.4617286017673258,0.8873153708339441,0.6519761273357154,0,9,0.84477487857782,0.00026986692877569975
5348380.545741505,667.6997475471218,1810.12787803106,0.7795015350374154,0.28021262295604404,0.6317646610945082,0.7743395614264922,0,4,0.9176494640416049,0.0019305162337014657
5439608.709948022,582.678253252839,3592.494333657792,0.5629712081762613,0.22943086801890422,0.8021126163935309,0.7773327028160395,0,12,0.2856964610599328,0.00013360873568430803
3928472.8729604483,797.283215741257,4766.833098659779,0.594617655474635,0.41999567744759986,0.9859865644625606,0.40005854173715616,0,14,1.1527735625686857,0.00011633127331070964
7798661.766717135,834.338119851759,2183.427356275444,0.6447348443362682,0.6702022041549567,0.40744198999083037,0.9525746001390399,0,2,0.47397914915694606,0.000481828387659256
5710749.381367682,1529.543388765023,2752.7938801371406,0.9450781812866972,0.13403478794392074,0.9488444846211229,0.893708308319393,1,1,0.8850790491298456,0.00038572999283892584
3213044.7541960273,753.9635460791995,4103.055495745019,0.5864847623015376,0.2032427092075249,0.665654763489332,0.9783628236616239,0,3,0.9294221389144706,0.0002641657784763402
5984830.412950745,517.4553176288292,4954.508863187283,0.9614365872439453,0.18489076808291155,0.7502526215110406,0.6159918068381157,0,2,0.6544340112370132,6.478885668865161e-05
3537977.494659018,868.2526793735964,1708.1722253492824,0.7613928665257086,0.568200122441167,0.9145083048373589,0.7988795660136382,0,5,0.24158903674393495,0.0006167628957826921
6180626.9056136785,281.3399906134079,3297.458315100861,0.8577848177365361,0.294291720425013,0.5867579207866218,0.5008124495536583,0,6,0.4032292256593343,0.000523614268241387
6737893.368511106,777.0108043489336,3839.75698678343,0.5551222433402833,0.23300754264111723,0.5930848024230354,0.8902198163322016,0,14,0.35767164756159875,6.043859774033133e-05
3768976.522472434,804.0063205737902,3377.5323312453825,0.6345167743879554,0.5742165757944179,0.6690272854429702,0.4968206337726213,1,9,0.670506562909347,0.002509379762502164
6445064.193866483,998.6500957363029,527.8495197474955,0.9792593040907132,0.7090479323619034,0.3133714591477954,0.5955914204846497,0,4,0.3873957580967077,0.0020900163344964614
